Deal ID;Companies;Net Income;Current Financing Status;Year Founded;Primary Industry Sector;Primary Industry Group;Deal Size;Post Valuation;Deal Date;Deal Type;Investors;PitchBook Link
73043-65T;Bitnet;;Formerly VC-backed;2014;Information Technology;Software;;;20-Oct-2016;Merger/Acquisition;Uphold(John McDonnell);View Company Online
97164-64T;Bitnet;;Formerly VC-backed;2014;Information Technology;Software;;;;Early Stage VC;;View Company Online
267294-70T;BitNotes;;Accelerator/Incubator Backed;2020;Information Technology;Software;;;01-Jan-2021;Accelerator/Incubator;Armenia Startup Academy;View Company Online
135535-42T;BiTouTiao;;Angel-Backed;2017;Consumer Products and Services (B2C);Media;;;01-Dec-2017;Angel (individual);;View Company Online
254274-94T;BitRealms;;Venture Capital-Backed;;Information Technology;Software;;;13-Mar-2024;Seed Round;Big Brain Holdings, BIT, BitValue Capital, BSCStation, Cogitent Ventures, Comma3 Ventures, Negentropy Capital Partners;View Company Online
269347-69T;BITRMS;;Accelerator/Incubator Backed;2021;Business Products and Services (B2B);Commercial Services;;;24-Aug-2023;Accelerator/Incubator;BioNEST BHU;View Company Online
127626-67T;Bitsoko;;Corporation;2013;Information Technology;Software;0,09;;08-Jul-2015;Grant;Bill & Melinda Gates Foundation;View Company Online
156580-93T;Bitsun;;Venture Capital-Backed;2018;Information Technology;Software;2,57;25,71;25-Nov-2019;Early Stage VC;;View Company Online
258753-16T;BitTap;;Venture Capital-Backed;2024;Financial Services;Capital Markets/Institutions;;;06-May-2024;Seed Round;Waterdrip Capital;View Company Online
249849-28T;Bitteiler;;Accelerator/Incubator Backed;2023;Information Technology;Software;0,01;;10-Jan-2024;Accelerator/Incubator;Spinlab - The Hhl Accelerator;View Company Online
190920-79T;Bittensor;;Venture Capital-Backed;2019;Business Products and Services (B2B);Commercial Services;;;;Early Stage VC;Digital Currency Group, FirstMark Capital, Polychain Capital;View Company Online
209239-84T;Bittensor;;Venture Capital-Backed;2019;Business Products and Services (B2B);Commercial Services;;;01-Nov-2023;Early Stage VC;Collab+Currency, Gravity Fund, Mint Ventures (US), NGC Ventures, OSS Capital, Skycatcher;View Company Online
246853-27T;Bittensor;;Venture Capital-Backed;2019;Business Products and Services (B2B);Commercial Services;;;01-Jan-2021;Accelerator/Incubator;Creative Destruction Lab;View Company Online
260818-57T;Bittensor;;Venture Capital-Backed;2019;Business Products and Services (B2B);Commercial Services;;;;Accelerator/Incubator;University of Toronto Entrepreneurship;View Company Online
220084-39T;Bitunix;;Venture Capital-Backed;2021;Information Technology;Software;9,33;;01-Apr-2023;Early Stage VC;;View Company Online
19585-99T;Bitzer Mobile;;Formerly VC-backed;2010;Information Technology;IT Services;3,59;9,92;08-Nov-2011;Early Stage VC;Acero Capital(Rami Elkhatib), Chevron Technology Ventures;View Company Online
29737-45T;Bitzer Mobile;;Formerly VC-backed;2010;Information Technology;IT Services;;;15-Nov-2013;Merger/Acquisition;Oracle (NYS: ORCL);View Company Online
29738-98T;Bitzer Mobile;;Formerly VC-backed;2010;Information Technology;IT Services;1,02;;08-Jul-2011;Early Stage VC;;View Company Online
88712-38T;Biveo;;Corporation;2016;Business Products and Services (B2B);Commercial Services;0,45;0,90;;Capitalization;;View Company Online
181982-26T;Bixbio;;Accelerator/Incubator Backed;2020;Healthcare;Pharmaceuticals and Biotechnology;;;15-Sep-2021;Accelerator/Incubator;Illumina Accelerator(Amanda Cashin);View Company Online
181982-80T;Bixbio;;Accelerator/Incubator Backed;2020;Healthcare;Pharmaceuticals and Biotechnology;;;;Accelerator/Incubator;OneBio(Michael Fichardt);View Company Online
221181-76T;Bixpli;;Venture Capital-Backed;2022;Business Products and Services (B2B);Commercial Services;;;31-Jan-2023;Seed Round;;View Company Online
56735-20T;Bixti.com;;Formerly Accelerator/Incubator backed;2010;Information Technology;Software;0,02;0,30;17-Nov-2010;Accelerator/Incubator;NXTP Ventures(Ariel Arrieta);View Company Online
56736-46T;Bixti.com;;Formerly Accelerator/Incubator backed;2010;Information Technology;Software;;;30-Jul-2012;Merger/Acquisition;Elo7(Carlos Curioni);View Company Online
117076-87T;Biyao Mall;;Venture Capital-Backed;2014;Consumer Products and Services (B2C);Retail;;;08-Jan-2015;Early Stage VC;China Everbright (HKG: 00165), China Merchants Capital, CICC Jia Cheng Investment Management Company, Huagai Capital, Oriza Holdings, SF Express (SHE: 002352), South China Venture Capital;View Company Online
122681-08T;Biz Labs;;Accelerator/Incubator Backed;2014;Business Products and Services (B2B);Other Business Products and Services;;;;Accelerator/Incubator;Start It Smart;View Company Online
128914-03T;BizCollab;;Corporation;2015;Business Products and Services (B2B);Commercial Services;;;22-Oct-2015;Accelerator/Incubator;AngelHack;View Company Online
72029-53T;BizHub;;Formerly Accelerator/Incubator backed;2013;Consumer Products and Services (B2C);Services (Non-Financial);0,01;;;Accelerator/Incubator;SOUL-FI;View Company Online
52574-86T;BizHub (Financial Services);;Formerly VC-backed;2010;Financial Services;Other Financial Services;;;;Early Stage VC;StartupNation Ventures;View Company Online
109015-57T;BizHub (Financial Services);;Formerly VC-backed;2010;Financial Services;Other Financial Services;;;01-Jan-2013;Secondary Transaction - Private;;View Company Online
187464-25T;Bizi;;Venture Capital-Backed;2021;Financial Services;Other Financial Services;6,62;;30-Jan-2022;Seed Round;BlueVine Ventures, NFX Capital, Orshay;View Company Online
258435-73T;Biznius.ai;;Accelerator/Incubator Backed;;Information Technology;Software;0,13;;01-Feb-2024;Accelerator/Incubator;GAIA Accelerator, National Technology Development Program;View Company Online
267301-27T;BizReNow;;Accelerator/Incubator Backed;2021;Information Technology;Software;;;20-Feb-2021;Accelerator/Incubator;AIC Raise;View Company Online
274960-00T;Bizuu (Application Software);;Venture Capital-Backed;2023;Information Technology;Software;0,99;;17-Oct-2024;Seed Round;;View Company Online
260821-18T;Bizzy.;;Accelerator/Incubator Backed;2023;Information Technology;Software;;;01-Jan-2024;Accelerator/Incubator;Bilgiyi Ticarileştirme Merkezi;View Company Online
171655-93T;BJ Bioscience;;Venture Capital-Backed;2017;Healthcare;Pharmaceuticals and Biotechnology;;;22-Mar-2021;Early Stage VC;GT Healthcare Capital Partners;View Company Online
271373-77T;BjörnBox;;Accelerator/Incubator Backed;2020;Business Products and Services (B2B);Commercial Products;0,10;;01-Jan-2023;Accelerator/Incubator;imec.istart;View Company Online
262542-70T;bKlug;;Venture Capital-Backed;2023;Information Technology;Software;;;01-Jun-2024;Early Stage VC;Antler;View Company Online
55739-08T;Bklyn1834;;Formerly Angel backed;2011;Business Products and Services (B2B);Commercial Services;0,26;1,47;27-Feb-2014;Angel (individual);Adam Goldenberg, Judith McGrath;View Company Online
235096-75T;Bklyn1834;;Formerly Angel backed;2011;Business Products and Services (B2B);Commercial Services;;;;Secondary Transaction - Private;;View Company Online
269620-03T;BKube;;Accelerator/Incubator Backed;2020;Information Technology;Computer Hardware;;;;Accelerator/Incubator;OVHcloud Startup Program;View Company Online
269621-38T;BKube;;Accelerator/Incubator Backed;2020;Information Technology;Computer Hardware;;;02-Jan-2024;Accelerator/Incubator;Allianz Accelerator(Sylvain Theveniaud);View Company Online
97882-75T;BL Photonics;;Accelerator/Incubator Backed;2013;Information Technology;Computer Hardware;;;;Accelerator/Incubator;Manitoba Technology Accelerator;View Company Online
271596-70T;BlaBla;;Venture Capital-Backed;;Information Technology;Software;;;08-Sep-2024;Seed Round;Hope Chain, Morse Telecom Technology Development, Nebula Group, The European Blockchain Association;View Company Online
211879-18T;Black & Blue Foods;;Accelerator/Incubator Backed;2015;Consumer Products and Services (B2C);Consumer Non-Durables;0,03;;04-Aug-2022;Accelerator/Incubator;i.d.e.a. Fund;View Company Online
246823-39T;Black & Blue Foods;;Accelerator/Incubator Backed;2015;Consumer Products and Services (B2C);Consumer Non-Durables;0,02;;25-Jan-2018;Accelerator/Incubator;Bioenterprise Canada;View Company Online
211136-41T;Black & Breakfast;;Accelerator/Incubator Backed;;Consumer Products and Services (B2C);Media;;;03-Nov-2020;Accelerator/Incubator;Journalism Lab;View Company Online
266860-36T;Black Ace;;Accelerator/Incubator Backed;2019;Business Products and Services (B2B);Commercial Services;;;01-Jan-2020;Accelerator/Incubator;Five One Labs;View Company Online
266861-80T;Black Ace;;Accelerator/Incubator Backed;2019;Business Products and Services (B2B);Commercial Services;0,01;;01-Jan-2019;Capitalization;;View Company Online
266862-70T;Black Ace;;Accelerator/Incubator Backed;2019;Business Products and Services (B2B);Commercial Services;0,02;;01-Mar-2021;Grant;Five One Labs;View Company Online
266866-12T;Black Ace;;Accelerator/Incubator Backed;2019;Business Products and Services (B2B);Commercial Services;;;21-Jun-2023;Accelerator/Incubator;Takween Accelerator;View Company Online
266734-00T;Black Anchor;;Venture Capital-Backed;2020;Information Technology;Software;;;11-Jul-2024;Seed Round;Webzen (KRX: 069080);View Company Online
267963-85T;Black Anchor;;Venture Capital-Backed;2020;Information Technology;Software;;;;Accelerator/Incubator;Orange Planet Foundation;View Company Online
268761-88T;Black Cat Chan;;Venture Capital-Backed;2023;Consumer Products and Services (B2C);Restaurants, Hotels and Leisure;2,54;;02-Aug-2024;Seed Round;;View Company Online
98093-71T;Black Cedar Technology;;Accelerator/Incubator Backed;;Healthcare;Healthcare Technology Systems;0,01;;13-Sep-2017;Accelerator/Incubator;Startupbootcamp;View Company Online
56412-19T;Black Chair Group;;Formerly Angel backed;2011;Information Technology;Software;0,45;;12-Dec-2012;Angel (individual);;View Company Online
56412-28T;Black Chair Group;;Formerly Angel backed;2011;Information Technology;Software;;;;Merger/Acquisition;Status4;View Company Online
62716-96T;Black coin;;Formerly VC-backed;2013;Consumer Products and Services (B2C);Services (Non-Financial);0,06;;01-Dec-2013;Seed Round;;View Company Online
220295-98T;Black coin;;Formerly VC-backed;2013;Consumer Products and Services (B2C);Services (Non-Financial);;;01-Aug-2019;Secondary Transaction - Private;;View Company Online
188957-17T;Black Creek Digital;;Venture Capital-Backed;2021;Financial Services;Capital Markets/Institutions;4,86;;03-Dec-2021;Seed Round;;View Company Online
44663-95T;Black Dog Biogas;;Formerly VC-backed;2013;Energy;Exploration, Production and Refining;2,63;3,42;01-Jan-2014;Early Stage VC;SI Capital Private Equity;View Company Online
177775-75T;Black Dog Biogas;;Formerly VC-backed;2013;Energy;Exploration, Production and Refining;;;01-May-2021;Secondary Transaction - Private;;View Company Online
188082-19T;Black Dog Biogas;;Formerly VC-backed;2013;Energy;Exploration, Production and Refining;;;01-Nov-2021;Secondary Transaction - Private;;View Company Online
115936-75T;Black Eye Travel Agency;;Venture Capital-Backed;2012;Consumer Products and Services (B2C);Restaurants, Hotels and Leisure;;;27-Oct-2015;Early Stage VC;Step Holdings;View Company Online
117523-00T;Black Eye Travel Agency;;Venture Capital-Backed;2012;Consumer Products and Services (B2C);Restaurants, Hotels and Leisure;;;01-Jul-2014;Seed Round;Feimalv;View Company Online
264203-29T;Black Gold Farm Manure;;Accelerator/Incubator Backed;;Materials and Resources;Chemicals and Gases;;;06-Jul-2015;Accelerator/Incubator;SEED (Promoting entrepreneurship for sustainable development);View Company Online
254106-64T;Black Hammer;;Accelerator/Incubator Backed;;Information Technology;Software;;;12-Mar-2024;Accelerator/Incubator;Google for Startups;View Company Online
256121-92T;Black Mesa;;Venture Capital-Backed;2022;Information Technology;IT Services;0,98;7,82;27-Jul-2022;Seed Round;Rivas Capital;View Company Online
246361-60T;Black Patch;;Angel-Backed;2020;Consumer Products and Services (B2C);Services (Non-Financial);0,93;4,64;;Equity Crowdfunding;;View Company Online
201844-36T;Black Rice Intelligence;;Venture Capital-Backed;2018;Information Technology;Computer Hardware;11,60;;16-Aug-2022;Seed Round;;View Company Online
54401-59T;Black Sheep Hospitality;;Formerly Angel backed;2008;Consumer Products and Services (B2C);Restaurants, Hotels and Leisure;;;27-Feb-2013;Angel (individual);Anupam Mittal(Anupam Mittal);View Company Online
227807-56T;Black Sheep Hospitality;;Formerly Angel backed;2008;Consumer Products and Services (B2C);Restaurants, Hotels and Leisure;;;;Secondary Transaction - Private;;View Company Online
141981-49T;black star farms;;Corporation;2000;Consumer Products and Services (B2C);Restaurants, Hotels and Leisure;;;15-Apr-2020;Debt - PPP;;View Company Online
235569-61T;black star farms;;Corporation;2000;Consumer Products and Services (B2C);Restaurants, Hotels and Leisure;0,04;;31-Dec-2015;Grant;United States Department of Agriculture;View Company Online
245615-95T;Black Swan cargo drones;;Venture Capital-Backed;;Information Technology;Computer Hardware;;;16-Nov-2023;Joint Venture;Dronamics(Svilen Rangelov), Tawazun Strategic Development Fund(Abdulla Al Jaabari);View Company Online
254484-91T;Black Travel Maine;;Accelerator/Incubator Backed;;Consumer Products and Services (B2C);Services (Non-Financial);;;20-Dec-2022;Accelerator/Incubator;Dirigo Labs;View Company Online
235239-67T;Black Window;;Accelerator/Incubator Backed;;Business Products and Services (B2B);Commercial Products;0,01;;04-Jun-2023;Accelerator/Incubator;Innovation Accelerator(Bulgaria);View Company Online
192769-39T;Blackdot;;Venture Capital-Backed;2019;Consumer Products and Services (B2C);Services (Non-Financial);3,73;17,84;12-May-2021;Seed Round;FusionX Ventures(Kenneth Hood), NuFund Venture Group;View Company Online
104781-70T;Blackfish Holdings;;Accelerator/Incubator Backed;;Financial Services;Other Financial Services;;;;Accelerator/Incubator;Capital Factory;View Company Online
34909-84T;Blackmaple Provider Recovery Group;;Corporate Backed or Acquired;2010;Financial Services;Other Financial Services;;;19-Jun-2014;Merger/Acquisition;MRA | Revecore(Bobby Rolfe);View Company Online
259842-34T;BlackMountain AI;;Accelerator/Incubator Backed;2016;Information Technology;IT Services;;;01-Jan-2023;Accelerator/Incubator;KI Garage;View Company Online
77695-39T;BlackPoll Fleet International (PINX: BPOL);--0,01;Corporation;2011;Business Products and Services (B2B);Commercial Products;0,07;0,14;15-May-2013;IPO;;View Company Online
109592-20T;Blacktop;;Formerly VC-backed;2016;Information Technology;Software;;;;Seed Round;Campus Founders Fund;View Company Online
116169-58T;Blacktop;;Formerly VC-backed;2016;Information Technology;Software;;;01-May-2018;Out of Business;;View Company Online
266928-94T;BlackVe;;Venture Capital-Backed;2024;Business Products and Services (B2B);Commercial Products;;;01-Jan-2024;Early Stage VC;Razor's Edge Ventures;View Company Online
65654-38T;Blackwood Digital;--0,02;Private Equity-Backed;2015;Business Products and Services (B2B);Commercial Services;;;26-Jan-2016;Buyout/LBO;Altavia(Éric Borreil), Andera Partners;View Company Online
104873-95T;BladderCell;;Formerly Accelerator/Incubator backed;;Healthcare;Healthcare Devices and Supplies;;;01-Jan-2016;Accelerator/Incubator;Cal-X Stars Business Accelerator;View Company Online
